Date,ProductName,ProductShortName,Holdings/Share,Holdings/Share 24h %,Holdings/Share Trailing 1 Month,Holdings/Share Trailing 3 Months,Holdings/Share Trailing 12 Months,Holdings/Share YTD,Holdings/Share Since Inception,Market Price/Share,Market Price/ Share 24h %,Market Price/Share Trailing 1 Month,Market Price/Share Trailing 3 Months,Market Price/Share Trailing 12 Months,Market Price/Share YTD,Market Price/Share Since Inception,Shares Outstanding,AUM,Disclaimer
2022/2/8,Grayscale Bitcoin Trust,btc,41.16,0.0027,0.0538,-0.3254,0.0293,-0.0631,293,31.35,0.0259,0.0198,-0.4001,-0.3139,-0.0847,0,692370100,28499063848,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/2/7,Grayscale Bitcoin Trust,btc,41.05,0.0877,0.0509,-0.285,0.1508,-0.0656,292.2143,30.56,0.093,-0.0059,-0.3708,-0.1932,-0.1077,0,692370100,28424245790,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/2/4,Grayscale Bitcoin Trust,btc,37.74,0.1169,-0.128,-0.3475,0.0616,-0.1409,268.5714,27.96,0.1352,-0.1933,-0.4279,-0.2632,-0.1836,0,692370100,26131402873,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/2/3,Grayscale Bitcoin Trust,btc,33.79,-0.0332,-0.2238,-0.4229,-0.0231,-0.2308,240.3571,24.63,-0.036,-0.2813,-0.5086,-0.3529,-0.2809,0,692370100,23397486875,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/2/2,Grayscale Bitcoin Trust,btc,34.95,-0.0256,-0.2044,-0.4015,0.063,-0.2044,248.6429,25.55,-0.027,-0.254,-0.4936,-0.3057,-0.254,0,692370100,24200409578,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/2/1,Grayscale Bitcoin Trust,btc,35.87,0.0246,-0.1835,-0.3733,0.1241,-0.1835,255.2143,26.26,0.0015,-0.2333,-0.4667,-0.2265,-0.2333,0,692370100,24837833449,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/31,Grayscale Bitcoin Trust,btc,35.01,0.0213,-0.2031,-0.3902,0.0448,-0.2031,249.0714,26.22,0.0186,-0.2345,-0.4724,-0.2442,-0.2345,0,692370100,24240056229,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/28,Grayscale Bitcoin Trust,btc,34.28,0.0133,-0.2499,-0.3886,0.145,-0.2197,243.8571,25.74,0.0676,-0.2909,-0.4713,-0.2339,-0.2485,0,692370100,23734566142,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/27,Grayscale Bitcoin Trust,btc,33.83,-0.0354,-0.2906,-0.3941,0.1546,-0.2299,240.6429,24.11,-0.0523,-0.3862,-0.4837,-0.2309,-0.2961,0,692370100,23424806697,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/26,Grayscale Bitcoin Trust,btc,35.07,0.0284,-0.2629,-0.3997,0.1559,-0.2017,249.5,25.44,0.0004,-0.35,-0.4852,-0.1921,-0.2572,0,692370100,24284797520,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/25,Grayscale Bitcoin Trust,btc,34.1,0.0551,-0.2833,-0.4164,0.0737,-0.2238,242.5714,25.43,-0.0178,-0.3503,-0.5003,-0.2306,-0.2575,0,692370100,23610867519,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/24,Grayscale Bitcoin Trust,btc,32.32,-0.1143,-0.3207,-0.4425,0.093,-0.2643,229.8571,25.89,0.0121,-0.3385,-0.4689,-0.2485,-0.2441,0,692370100,22378322682,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/21,Grayscale Bitcoin Trust,btc,36.49,-0.0783,-0.1873,-0.396,0.1744,-0.1694,259.6429,25.58,-0.1182,-0.2998,-0.4773,-0.1989,-0.2531,0,692370100,25264916288,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/20,Grayscale Bitcoin Trust,btc,39.59,0.0131,-0.0844,-0.3523,0.1903,-0.0988,281.7857,29.01,0.0357,-0.1584,-0.4399,-0.1793,-0.153,,692370100,27409749020,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/19,Grayscale Bitcoin Trust,btc,39.08,0.0049,-0.1072,-0.332,0.1159,-0.1104,278.1429,28.01,-0.0196,-0.1862,-0.4261,-0.2639,-0.1822,,692370100,27054649220,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/18,Grayscale Bitcoin Trust,btc,38.89,-0.0211,-0.1423,-0.3229,0.1029,-0.1147,276.7857,28.57,-0.0642,-0.2132,-0.3742,-0.2738,-0.1658,,692370100,26925667129,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/14,Grayscale Bitcoin Trust,btc,39.73,-0.0173,-0.094,-0.2623,0.0909,-0.0956,282.7857,30.53,0.001,-0.1681,-0.3202,-0.2986,-0.1086,,692370100,27508264038,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/13,Grayscale Bitcoin Trust,btc,40.43,0.0025,-0.0931,-0.2235,0.2425,-0.0797,287.7857,30.5,-0.0451,-0.1387,-0.3166,-0.2445,-0.1095,,692370100,27994117035,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/12,Grayscale Bitcoin Trust,btc,40.33,0.027,-0.103,-0.2396,0.2229,-0.0819,287.0714,31.94,0.0254,-0.1432,-0.2467,-0.1791,-0.0674,,692370100,27922693647,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/11,Grayscale Bitcoin Trust,btc,39.27,0.0227,-0.1405,-0.2314,0.2143,-0.1061,279.5,31.15,0.0332,-0.1604,-0.2639,-0.1669,-0.0905,,692370100,27186419211,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/10,Grayscale Bitcoin Trust,btc,38.4,-0.0169,-0.1459,-0.2484,0.0156,-0.1259,273.2857,30.15,-0.0192,-0.1913,-0.2876,-0.3213,-0.1197,,692370100,26586476156,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/7,Grayscale Bitcoin Trust,btc,39.06,-0.0284,-0.1777,-0.2347,0.0838,-0.1109,278,30.74,-0.0376,-0.2315,-0.2602,-0.3163,-0.1025,,692370100,27042524316,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/6,Grayscale Bitcoin Trust,btc,40.2,-0.0559,-0.1155,-0.1872,0.2182,-0.0849,286.1429,31.94,-0.0166,-0.1682,-0.252,-0.2729,-0.0674,,692370100,27836436291,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/5,Grayscale Bitcoin Trust,btc,42.58,-0.0162,-0.1738,-0.0878,0.3965,-0.0307,303.1429,32.48,-0.0629,-0.2239,-0.1968,-0.1758,-0.0517,,692370100,29479036953,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/4,Grayscale Bitcoin Trust,btc,43.28,-0.0057,-0.1819,-0.0408,0.4441,-0.0148,308.1429,34.66,0.0114,-0.2364,-0.1142,-0.012,0.012,,692370100,29966377927,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2022/1/3,Grayscale Bitcoin Trust,btc,43.53,-0.0091,-0.1554,0.006,0.5916,-0.0091,309.9286,34.27,0.0006,-0.1811,-0.078,0.0709,0.0006,,692370100,30138389484,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/31,Grayscale Bitcoin Trust,btc,43.93,0.0014,-0.1816,0.0931,0.6062,0.6062,312.7857,34.25,-0.0325,-0.259,0.0136,0.0703,0.0703,,692370100,30417111251,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/30,Grayscale Bitcoin Trust,btc,43.87,-0.0108,-0.1827,0.0916,0.648,0.604,312.3571,35.4,0.0008,-0.2341,0.0476,0.0766,0.1062,,692370100,30372852151,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/29,Grayscale Bitcoin Trust,btc,44.35,-0.0295,-0.1729,0.1331,0.7537,0.6216,315.7857,35.37,-0.0256,-0.25,0.1008,0.1766,0.1053,,692370100,30704340710,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/28,Grayscale Bitcoin Trust,btc,45.7,-0.0417,-0.1147,0.1608,0.7915,0.6709,325.4286,36.3,-0.0759,-0.1811,0.1094,0.1909,0.1344,,692370100,31638100945,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/27,Grayscale Bitcoin Trust,btc,47.69,0.0023,-0.0992,0.1694,1.1677,0.7437,339.6429,39.28,0.0036,-0.1538,0.1492,0.4378,0.2275,,692370100,33018140744,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/24,Grayscale Bitcoin Trust,btc,47.58,0.0319,-0.1012,0.1871,1.1627,0.7397,338.8571,39.14,0,-0.1568,0.1434,0.4327,0.2231,,692370100,32943620571,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/23,Grayscale Bitcoin Trust,btc,46.11,0.0101,-0.1302,0.12,1.0594,0.6859,328.3571,39.14,0.0578,-0.1637,0.0936,0.3557,0.2231,,692370100,31928192031,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/12/22,Grayscale Bitcoin Trust,btc,45.65,0.0167,-0.1502,0.1595,1.0816,0.6691,325.0714,37,0.0129,-0.1805,0.0632,0.2175,0.1562,,692370100,31604403555,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
