Date,ProductName,ProductShortName,Holdings/Share,Holdings/Share 24h %,Holdings/Share Trailing 1 Month,Holdings/Share Trailing 3 Months,Holdings/Share Trailing 12 Months,Holdings/Share YTD,Holdings/Share Since Inception,Market Price/Share,Market Price/ Share 24h %,Market Price/Share Trailing 1 Month,Market Price/Share Trailing 3 Months,Market Price/Share Trailing 12 Months,Market Price/Share YTD,Market Price/Share Since Inception,Shares Outstanding,AUM,Disclaimer
2021/8/20,Grayscale Bitcoin Trust,btc,44.66,0.0538,0.5905,0.208,2.9627,0.6329,318,39.58,0.0557,0.6485,0.1976,1.7952,0.2369,,692370100,30922433252,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/19,Grayscale Bitcoin Trust,btc,42.38,0.0014,0.4529,0.1802,2.7471,0.5495,301.7143,37.49,0.0617,0.4848,0.15,1.7345,0.1716,,692370100,29339410755,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/18,Grayscale Bitcoin Trust,btc,42.32,-0.0211,0.4163,0.0205,2.6389,0.5473,301.2857,35.31,-0.0352,0.3477,0.0271,1.4555,0.1034,,692370100,29303374300,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/17,Grayscale Bitcoin Trust,btc,43.23,-0.0197,0.4357,0.0345,2.7267,0.5806,307.7857,36.6,-0.0363,0.4342,0.0316,1.4814,0.1438,,692370100,29931044569,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/16,Grayscale Bitcoin Trust,btc,44.1,0.0299,0.4759,-0.0688,2.9235,0.6124,314,37.98,-0.0094,0.4496,-0.0368,1.8343,0.1869,,692370100,30535960674,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/13,Grayscale Bitcoin Trust,btc,42.82,0.0125,0.3885,-0.0928,2.8857,0.5656,304.8571,38.34,0.0402,0.4523,0.0312,1.9245,0.1981,,692370100,29650138467,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/12,Grayscale Bitcoin Trust,btc,42.29,-0.022,0.3307,-0.1987,2.8727,0.5463,301.0714,36.86,-0.0517,0.3703,-0.1222,1.8116,0.1519,,692370100,29276932615,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/11,Grayscale Bitcoin Trust,btc,43.24,0.0098,0.3912,-0.1753,2.878,0.581,307.8571,38.87,0.0283,0.4053,-0.1333,2.0972,0.2147,,692370100,29936129921,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/10,Grayscale Bitcoin Trust,btc,42.82,0.0212,0.3768,-0.215,2.7627,0.5656,304.8571,37.8,-0.0195,0.3786,-0.1458,1.7611,0.1812,,692370100,29648657147,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/9,Grayscale Bitcoin Trust,btc,41.93,0.0771,0.3491,-0.2185,2.7538,0.5331,298.5,38.55,0.0708,0.3937,-0.1777,1.9518,0.2047,,692370100,29031657324,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/6,Grayscale Bitcoin Trust,btc,38.93,0.053,0.2116,-0.2759,2.4604,0.4234,277.0714,36,0.0682,0.2535,-0.2035,1.4931,0.125,,692370100,26954315923,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/5,Grayscale Bitcoin Trust,btc,36.97,0.0199,0.1793,-0.2975,2.364,0.3517,263.0714,33.7,0.0169,0.1791,-0.2683,1.435,0.0531,,692370100,25600371270,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/4,Grayscale Bitcoin Trust,btc,36.25,0.0025,0.1563,-0.3079,2.369,0.3254,257.9286,33.14,0.0395,0.1596,-0.2528,1.5106,0.0356,,692370100,25101297594,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/3,Grayscale Bitcoin Trust,btc,36.16,-0.0332,0.1364,-0.3379,2.3575,0.3221,257.2857,31.88,-0.0501,0.1198,-0.325,1.3898,-0.0038,,692370100,25034305227,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/8/2,Grayscale Bitcoin Trust,btc,37.4,0.0122,0.193,-0.2815,2.4823,0.3675,266.1429,33.56,-0.034,0.1742,-0.2837,1.6178,0.0488,,692370100,25891589903,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/7/30,Grayscale Bitcoin Trust,btc,36.95,-0.0136,0.1207,-0.2901,2.4891,0.351,262.9286,34.74,0.0173,0.1654,-0.2585,1.8406,0.0856,,692370100,25581731532,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/30,Grayscale Bitcoin Trust,btc,32.97,-0.0143,-0.0482,-0.4017,2.7509,0.2055,234.5,29.81,-0.0424,-0.0136,-0.4134,2.102,-0.0684,,692370100,22824902518,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/29,Grayscale Bitcoin Trust,btc,33.45,0.0346,-0.0876,-0.3793,2.8316,0.223,237.9286,31.13,0.0643,-0.041,-0.3705,2.2803,-0.0272,,692370100,23160128728,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/28,Grayscale Bitcoin Trust,btc,32.33,0.0309,-0.0667,-0.3543,2.6739,0.1821,229.9286,29.25,0.0567,-0.0321,-0.37,2.0155,-0.0859,,692370100,22385444712,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/25,Grayscale Bitcoin Trust,btc,31.36,-0.0117,-0.1296,-0.3639,2.5515,0.1466,223,27.68,-0.0652,-0.1213,-0.378,1.7298,-0.135,,692370100,21715763267,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/24,Grayscale Bitcoin Trust,btc,31.73,0.0028,-0.0787,-0.3957,2.5138,0.1601,225.6429,29.61,0.0655,-0.106,-0.3417,1.9029,-0.0747,,692370100,21971901489,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/23,Grayscale Bitcoin Trust,btc,31.64,0.0751,-0.14,-0.3882,2.4132,0.1569,225,27.79,-0.0079,-0.0761,-0.4063,1.5379,-0.1316,,692370100,21904401422,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/22,Grayscale Bitcoin Trust,btc,29.43,-0.0582,-0.2039,-0.4547,2.2376,0.0761,209.2143,28.01,0.0112,-0.1525,-0.4344,1.65,-0.1247,,692370100,20375966122,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/21,Grayscale Bitcoin Trust,btc,31.25,-0.1028,-0.1506,-0.4312,2.4877,0.1426,222.2143,27.7,-0.0705,-0.0791,-0.4769,1.6867,-0.1344,,692370100,21638713461,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/18,Grayscale Bitcoin Trust,btc,34.83,-0.0408,-0.1601,-0.3721,2.8614,0.2735,247.7857,29.8,-0.0467,-0.1332,-0.414,1.8166,-0.0688,,692370100,24116927484,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/17,Grayscale Bitcoin Trust,btc,36.31,-0.0202,-0.1311,-0.3149,3.0033,0.3276,258.3571,31.26,-0.0246,-0.1189,-0.3987,1.9215,-0.0231,,692370100,25143321840,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/16,Grayscale Bitcoin Trust,btc,37.06,-0.0232,-0.2175,-0.2891,3.0681,0.355,263.7143,32.05,-0.0355,-0.1872,-0.3572,1.9377,0.0016,,692370100,25661168666,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/15,Grayscale Bitcoin Trust,btc,37.94,0.0177,-0.1962,-0.3022,3.2967,0.3872,270,33.23,0.0045,-0.1062,-0.3533,2.0514,0.0384,,692370100,26268568737,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/14,Grayscale Bitcoin Trust,btc,37.28,0.0731,-0.2128,-0.3071,3.1376,0.3631,265.2857,33.08,0.0747,-0.161,-0.3381,2.0404,0.0338,,692370100,25814762602,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/11,Grayscale Bitcoin Trust,btc,34.74,-0.0063,-0.3374,-0.3471,2.7761,0.2702,247.1429,30.78,0.0125,-0.3137,-0.4115,1.85,-0.0381,,692370100,24051986187,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/10,Grayscale Bitcoin Trust,btc,34.96,0.0721,-0.3591,-0.3333,2.7073,0.2782,248.7143,30.4,0.01,-0.313,-0.3968,1.4736,-0.05,,692370100,24205918432,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/9,Grayscale Bitcoin Trust,btc,32.61,0.0533,-0.3922,-0.3576,2.4952,0.1923,231.9286,30.1,0.0965,-0.3579,-0.3872,1.6106,-0.0594,,692370100,22579807157,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/8,Grayscale Bitcoin Trust,btc,30.96,-0.0886,-0.4241,-0.3551,2.3112,0.132,220.1429,27.45,-0.0717,-0.3927,-0.3942,1.3705,-0.1422,,692370100,21434287252,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/7,Grayscale Bitcoin Trust,btc,33.97,-0.0311,-0.3668,-0.2471,2.6293,0.242,241.6429,29.57,-0.0434,-0.3692,-0.324,1.6284,-0.0759,,692370100,23520402426,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2021/6/4,Grayscale Bitcoin Trust,btc,35.06,-0.032,-0.3307,-0.2513,2.7658,0.2819,249.4286,30.91,-0.041,-0.303,-0.2507,1.6351,-0.0341,,692370100,24276078799,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
